Confirmed	State	County Name	Special Id	Production	1-Apr-22	1-Aug-22	1-Dec-22	1-Feb-23	1-Jul-22	1-Jun-22	1-Mar-23	1-May-22	2-Dec-22	2-Jul-22	2-Jun-22	2-Mar-23	2-Sep-22	3-Apr-23	3-Dec-22	3-Feb-23	3-Jan-23	3-Jun-22	3-Mar-23	3-May-22	3-Nov-22	4-Apr-22	4-Apr-23	4-Jan-23	4-Jun-22	4-Mar-23	4-May-22	4-May-23	4-Nov-22	5-Apr-22	5-Dec-22	5-Jan-23	5-Mar-23	5-May-22	5-Nov-22	5-Oct-22	6-Apr-23	6-Dec-22	6-Jul-22	6-Jun-22	6-May-22	6-Oct-22	6-Sep-22	7-Apr-22	7-Apr-23	7-Dec-22	7-Jun-22	7-May-22	7-Oct-22	8-Apr-23	8-Jun-22	8-Mar-23	8-May-22	8-Nov-22	8-Oct-22	9-Apr-23	9-Dec-22	9-Jun-22	9-Mar-23	9-May-22	10-Apr-23	10-Dec-22	10-Jun-22	10-May-22	10-Nov-22	11-Apr-22	11-Apr-23	11-Aug-22	11-Jun-22	11-May-22	11-Nov-22	11-Oct-22	12-Apr-22	12-Apr-23	12-Dec-22	12-Feb-23	12-Mar-22	12-May-22	12-Oct-22	13-Apr-22	13-Apr-23	13-Dec-22	13-Feb-23	13-Jan-23	13-Jul-22	13-May-22	13-Nov-22	13-Oct-22	14-Apr-22	14-Apr-23	14-Dec-22	14-Jan-23	14-Jul-22	14-Oct-22	15-Apr-22	15-Aug-22	15-Jan-23	15-Mar-22	15-May-22	15-Nov-22	15-Oct-22	15-Sep-22	16-Apr-23	16-Dec-22	16-Feb-23	16-Jun-22	16-May-22	16-Nov-22	17-Jan-23	17-Jun-22	17-Mar-23	17-May-22	17-Nov-22	17-Oct-22	18-Apr-23	18-Feb-23	18-Jan-23	18-Jul-22	18-Jun-22	18-May-22	18-Oct-22	19-Apr-22	19-Apr-23	19-Dec-22	19-Jan-23	19-May-22	19-Nov-22	19-Sep-22	20-Apr-22	20-Dec-22	20-Jan-23	20-May-22	20-Oct-22	21-Apr-22	21-Mar-23	21-May-22	21-Nov-22	21-Oct-22	22-Apr-22	22-Dec-22	22-Mar-23	22-May-22	22-Nov-22	22-Oct-22	22-Sep-22	23-Apr-22	23-Dec-22	23-Feb-23	23-Jan-23	23-Mar-22	23-May-22	24-Apr-22	24-Aug-22	24-Dec-22	24-Jan-23	24-May-22	24-Nov-22	24-Sep-22	25-Apr-22	25-Dec-22	25-Jun-22	25-May-22	25-Nov-22	25-Oct-22	26-Apr-22	26-Dec-22	26-Jan-23	26-Mar-23	26-May-22	26-Oct-22	27-Apr-22	27-Apr-23	27-Dec-22	27-Mar-22	27-May-22	27-Nov-22	27-Oct-22	28-Apr-22	28-Apr-23	28-Dec-22	28-Jan-23	28-May-22	28-Oct-22	28-Sep-22	29-Apr-22	29-Dec-22	29-Nov-22	29-Oct-22	29-Sep-22	30-Apr-22	30-Dec-22	30-Jun-22	30-Oct-22	30-Sep-22	31-Jan-23	31-Mar-23	31-May-22	31-Oct-22	Active	NA
15-Apr-22	Utah	Utah	Utah 01	WOAH Non-Poultry																																																																																																																																																																																																								7
15-Apr-22	Wisconsin	Polk	Polk 01	Commercial Turkey Meat Bird																																																																																																																																																																																														"22,000"										
14-Apr-22	Idaho	Caribou	Caribou 01	WOAH Non-Poultry																																																																																																																																																																																																								7
14-Apr-22	Idaho	Gooding	Gooding 01	WOAH Poultry																																																																																																																																																																																														20										
14-Apr-22	Indiana	Elkhart	Elkhart 02	Commercial Duck Breeder																																		"6,400"																																																																																																																																																																						
14-Apr-22	Minnesota	Blue Earth	Blue Earth 02	Commercial Turkey Meat Bird																																																																																																											"26,400"																																																																																													
14-Apr-22	Minnesota	Meeker	Meeker 03	Commercial Turkey Meat Bird																																																																																																																																																												"73,200"																																												
14-Apr-22	North Dakota	Lamoure	LaMoure 03	WOAH Non-Poultry																																																																																																																																																																																																								10
14-Apr-22	Wisconsin	Columbia	Columbia 01	WOAH Non-Poultry																																																																																																																																																																																																								70
14-Apr-22	Wisconsin	Sheboygan	Sheboygan 01	WOAH Non-Poultry																																																																																																																																																																																																								20
13-Apr-22	Kansas	Mcpherson	McPherson 01	Commercial Turkey Breeder Hens																											"6,900"																																																																																																																																																																													
13-Apr-22	Michigan	Menominee	Menominee 02	WOAH Poultry																																									350																																																																																																																																																															
13-Apr-22	Minnesota	Benton	Benton 02	WOAH Non-Poultry																																																																																																																																																																																																								7
13-Apr-22	Minnesota	Blue Earth	Blue Earth 01	Commercial Turkey Meat Bird																																																																																																											"22,700"																																																																																													
13-Apr-22	Minnesota	Otter Tail	Otter Tail 02	Commercial Turkey Meat Bird																									"35,700"																																																																																																																																																																															
13-Apr-22	Minnesota	Waseca	Waseca 03	Commercial Turkey Meat Bird																																																																																																																																								"20,300"																																																																
13-Apr-22	North Dakota	Barnes	Barnes 01	WOAH Poultry																																																																														90																																																																																																																										
13-Apr-22	South Dakota	Deuel	Deuel 01	Commercial Upland Gamebird Producer																																																																																																																																																																																														"1,400"										
12-Apr-22	Minnesota	Benton	Benton 01	WOAH Non-Poultry																																																																																																																																																																																																								130
12-Apr-22	Minnesota	Kandiyohi	Kandiyohi 06	Commercial Turkey Meat Bird																																																																																																																																								"37,100"																																																																
12-Apr-22	Minnesota	Morrison	Morrison 05	Commercial Turkey Meat Bird																																																																																																																																																																									"37,600"																															
12-Apr-22	Minnesota	Morrison	Morrison 06	Commercial Broiler Production																																																																																						"42,900"																																																																																																																		
12-Apr-22	Minnesota	Morrison	Morrison 07	Commercial Table Egg Layer																																																																																																										"216,200"																																																																																														
12-Apr-22	Minnesota	Yellow Medicine	Yellow Medicine 01	Commercial Turkey Meat Bird																																																																																																																														"44,800"																																																																										
12-Apr-22	Montana	Toole	Toole 01	WOAH Non-Poultry																																																																																																																																																																																																								20
12-Apr-22	Nebraska	Dixon	Dixon 01	Commercial Table Egg Layer																																																												"1,746,900"																																																																																																																																												
12-Apr-22	North Carolina	Wayne	Wayne 06	Commercial Broiler Production																																																																																						"89,700"																																																																																																																		
12-Apr-22	North Dakota	Sheridan	Sheridan 01	WOAH Non-Poultry																																																																																																																																																																																																								30
12-Apr-22	Wisconsin	Barron	Barron 01	Commercial Turkey Meat Bird																																								"46,500"																																																																																																																																																																
11-Apr-22	Michigan	Menominee	Menominee 01	WOAH Non-Poultry																																																																																																																																																																																																								70
9-Apr-22	Minnesota	Le Sueur	Le Sueur 02	Commercial Turkey Meat Bird																																																"37,800"																																																																																																																																																								
9-Apr-22	Minnesota	Stearns	Stearns 05	Commercial Turkey Meat Bird																																																																																																																														"26,100"																																																																										
9-Apr-22	Minnesota	Swift	Swift 01	Commercial Turkey Meat Bird																																																																																																																																																												"130,900"																																												
9-Apr-22	South Dakota	Yankton	Yankton 01	Commercial Turkey Meat Bird																																																																																																																																																																											"76,100"																													
8-Apr-22	Colorado	Pitkin	Pitkin 01	WOAH Poultry																																																																																																																																											30																																																													
8-Apr-22	Indiana	Elkhart	Elkhart 01	Commercial Duck Breeder																																		"4,700"																																																																																																																																																																						
8-Apr-22	Minnesota	Otter Tail	Otter Tail 01	Commercial Turkey Meat Bird																																																																																																																																																												"29,900"																																												
8-Apr-22	Minnesota	Renville	Renville 01	Commercial Turkey Meat Bird																																																																						"76,400"																																																																																																																																		
8-Apr-22	North Dakota	Stutsman	Stutsman 01	WOAH Poultry																																																																														40																																																																																																																										
8-Apr-22	South Dakota	Clark	Clark 03	Commercial Turkey Meat Bird																																																																																																																																																																																		"38,700"																						
8-Apr-22	South Dakota	Edmunds	Edmunds 04	Commercial Turkey Meat Bird																																		"36,400"																																																																																																																																																																						
7-Apr-22	Minnesota	Kandiyohi	Kandiyohi 05	Commercial Turkey Breeder Hens																																																																																																											"20,800"																																																																																													
7-Apr-22	Montana	Cascade	Cascade 01	WOAH Poultry																																																																																																																														"22,000"																																																																										
7-Apr-22	Montana	Judith Basin	Judith Basin 01	WOAH Non-Poultry																																																																																																																																																																																																								20
7-Apr-22	North Carolina	Wayne	Wayne 05	Commercial Turkey Meat Bird																																		"18,500"																																																																																																																																																																						
7-Apr-22	Wisconsin	Racine	Racine 01	WOAH Poultry																																																																																																																																											220																																																													
6-Apr-22	Minnesota	Waseca	Waseca 02	Commercial Turkey Meat Bird																																																																																																																																								"17,900"																																																																
6-Apr-22	Missouri	Dade	Dade 01	Commercial Turkey Meat Bird																																																																																																																																																																																		"14,000"																						
6-Apr-22	New York	Fulton	Fulton 01	WOAH Non-Poultry																																																																																																																																																																																																								4
6-Apr-22	North Carolina	Wayne	Wayne 03	Commercial Broiler Production																																																																																																																																																																																									"216,000"															
6-Apr-22	North Carolina	Wayne	Wayne 04	Commercial Broiler Production																																																												"65,600"																																																																																																																																												
6-Apr-22	South Dakota	Mcpherson	McPherson 04	Commercial Turkey Meat Bird																																																												"45,900"																																																																																																																																												
6-Apr-22	Wyoming	Park	Park 02	WOAH Non-Poultry																																																																																																																																																																																																								100
5-Apr-22	Iowa	Hardin	Hardin 01	Commercial Turkey Meat Bird																																																																																																																"46,000"																																																																																								
5-Apr-22	Maine	Waldo	Waldo 01	WOAH Non-Poultry																																																																																																																																																																																																								50
5-Apr-22	Minnesota	Big Stone	Big Stone 01	Commercial Turkey Meat Bird																																																																						"49,500"																																																																																																																																		
5-Apr-22	Minnesota	Meeker	Meeker 02	Commercial Turkey Meat Bird																																																																																																																																																							"128,500"																																																	
5-Apr-22	Minnesota	Morrison	Morrison 03	Commercial Turkey Meat Bird																																																																																																																																																							"26,200"																																																	
5-Apr-22	Minnesota	Morrison	Morrison 04	Commercial Turkey Meat Bird																																																																																																																																																																		"105,300"																																						
5-Apr-22	Minnesota	Stearns	Stearns 04	Commercial Turkey Meat Bird																																																																																																																														"40,800"																																																																										
5-Apr-22	Minnesota	Waseca	Waseca 01	Commercial Turkey Meat Bird																																																																																																																																				"25,500"																																																																				
5-Apr-22	Missouri	Lawrence	Lawrence 02	Commercial Turkey Meat Bird																																									"27,600"																																																																																																																																																															
5-Apr-22	Nebraska	Scotts Bluff	Scotts Bluff 01	WOAH Non-Poultry																																																																																																																																																																																																								30
5-Apr-22	New York	Orleans	Orleans 01	WOAH Poultry																																																																30																																																																																																																																								
5-Apr-22	North Carolina	Wayne	Wayne 02	Commercial Turkey Meat Bird																																																												"14,200"																																																																																																																																												
5-Apr-22	North Dakota	Cass	Cass 01	WOAH Non-Poultry																																																																																																																																																																																																								110
5-Apr-22	South Dakota	Beadle	Beadle 03	Commercial Turkey Meat Bird																																																																																																																																																		"55,600"																																																						
5-Apr-22	South Dakota	Clark	Clark 02	Commercial Turkey Meat Bird																																		"24,000"																																																																																																																																																																						
5-Apr-22	South Dakota	Faulk	Faulk 01	Commercial Turkey Meat Bird																																																																																																																																																																																									"48,000"															
5-Apr-22	South Dakota	Spink	Spink 03	Commercial Turkey Meat Bird																																																																																																																																																																																		"26,300"																						
5-Apr-22	Wyoming	Sheridan	Sheridan 01	WOAH Non-Poultry																																																																																																																																																																																																								50
4-Apr-22	Iowa	Hamilton	Hamilton 02	Commercial Turkey Poult Supplier																																																																																																																																	"8,100"																																																																							
4-Apr-22	Minnesota	Becker	Becker 01	Commercial Turkey Meat Bird																		"44,700"																																																																																																																																																																																						
4-Apr-22	Minnesota	Kandiyohi	Kandiyohi 02	Commercial Turkey Meat Bird																																																																																																																																																							"38,500"																																																	
4-Apr-22	Minnesota	Kandiyohi	Kandiyohi 03	Commercial Turkey Breeder Hens																																																																																																																														"48,500"																																																																										
4-Apr-22	Minnesota	Kandiyohi	Kandiyohi 04	Commercial Turkey Breeder Hens																																																																																																																"20,400"																																																																																								
4-Apr-22	Minnesota	Morrison	Morrison 02	Commercial Turkey Meat Bird																																																																																																																																				"32,400"																																																																				
4-Apr-22	North Dakota	Lamoure	LaMoure 02	Commercial Turkey Meat Bird																																									"50,900"																																																																																																																																																															
4-Apr-22	South Dakota	Mcpherson	McPherson 03	Commercial Turkey Meat Bird																																																																																																																																																																					"61,000"																																			
3-Apr-22	Minnesota	Dodge	Dodge 01	Commercial Turkey Meat Bird																																																"20,000"																																																																																																																																																								
3-Apr-22	Minnesota	Le Sueur	Le Sueur 01	Commercial Turkey Meat Bird																																																					"19,600"																																																																																																																																																			
3-Apr-22	Texas	Erath	Erath 01	Commercial Upland Gamebird Producer																																																																																																																																																																											"1,700"																													
2-Apr-22	Iowa	Humboldt	Humboldt 01	Commercial Table Egg Breeder																																																																																																																																																																											"15,300"																													
2-Apr-22	Iowa	Sac	Sac 01	Commercial Turkey Meat Bird																																																																																																																																																																											"37,200"																													
2-Apr-22	Minnesota	Stearns	Stearns 03	Commercial Turkey Meat Bird																																																																																																																								"27,600"																																																																																
2-Apr-22	North Carolina	Johnston	Johnston 02	Commercial Turkey Meat Bird																																																																																																																																																																																									"9,500"															
2-Apr-22	North Carolina	Johnston	Johnston 03	Commercial Turkey Meat Bird																																																																																																																																																																																									"18,900"															
2-Apr-22	North Carolina	Wayne	Wayne 01	Commercial Turkey Meat Bird																																									"16,900"																																																																																																																																																															
2-Apr-22	North Dakota	Lamoure	LaMoure 01	Commercial Turkey Meat Bird																																									"27,400"																																																																																																																																																															
2-Apr-22	South Dakota	Lake	Lake 01	Commercial Turkey Meat Bird																																																																																																																																																																																		"59,000"																						
2-Apr-22	South Dakota	Spink	Spink 02	Commercial Turkey Meat Bird																																																																																																																																																																																		"41,800"																						
1-Apr-22	Missouri	Jasper	Jasper 02	Commercial Turkey Meat Bird																																																																																																																																																																																									"35,300"															
1-Apr-22	North Dakota	Dickey	Dickey 02	Commercial Turkey Meat Bird																											"60,700"																																																																																																																																																																													
1-Apr-22	South Dakota	Charles Mix	Charles Mix 04	Commercial Turkey Meat Bird																																																																																																																																											"81,500"																																																													
1-Apr-22	South Dakota	Edmunds	Edmunds 03	Commercial Turkey Breeder Replacement Hens																																																																																																																																																															"30,600"																																									
1-Apr-22	Wisconsin	Rock	Rock 01	WOAH Non-Poultry																																																																																																																																																																																																								20
1-Apr-22	Wyoming	Fremont	Fremont 01	WOAH Non-Poultry																																																																																																																																																																																																								50
31-Mar-22	Illinois	Carroll	Carroll 01	WOAH Non-Poultry																																																																																																																																																																																																								40
31-Mar-22	Iowa	Cherokee	Cherokee 01	Commercial Turkey Meat Bird																																																					"88,000"																																																																																																																																																			
31-Mar-22	Iowa	Osceola	Osceola 01	Commercial Table Egg Layer																																																										"5,011,700"																																																																																																																																														
31-Mar-22	Minnesota	Morrison	Morrison 01	Commercial Turkey Meat Bird																																																																																						"52,600"																																																																																																																		
31-Mar-22	Minnesota	Stearns	Stearns 02	WOAH Non-Poultry																																																																																																																																																																																																								150
31-Mar-22	North Dakota	Dickey	Dickey 01	WOAH Poultry																											30																																																																																																																																																																													
31-Mar-22	South Dakota	Mcpherson	McPherson 02	Commercial Turkey Breeder Hens																																																																																																																																																															"26,000"																																									
30-Mar-22	Iowa	Buena Vista	Buena Vista 04	Commercial Turkey Meat Bird								"35,600"																																																																																																																																																																																																
30-Mar-22	Maine	Lincoln	Lincoln 03	WOAH Non-Poultry																																																																																																																																																																																																								3
30-Mar-22	South Dakota	Brule	Brule 01	Commercial Turkey Meat Bird																																																																																																																																						"55,100"																																																																		
30-Mar-22	Wyoming	Park	Park 01	WOAH Non-Poultry																																																																																																																																																																																																								40
29-Mar-22	Maine	Knox	Knox 04	WOAH Non-Poultry																																																																																																																																																																																																								40
29-Mar-22	Massachusetts	Berkshire	Berkshire 01	WOAH Non-Poultry																																																																																																																																																																																																								260
29-Mar-22	Minnesota	Kandiyohi	Kandiyohi 01	Commercial Turkey Meat Bird																																																																																																																																														"39,500"																																																										
29-Mar-22	Minnesota	Lac Qui Parle	Lac Qui Parle 01	Commercial Turkey Meat Bird																																																																																																			"22,500"																																																																																																					
29-Mar-22	New York	Monroe	Monroe 01	WOAH Poultry																																		400																																																																																																																																																																						
29-Mar-22	North Carolina	Johnston	Johnston 01	Commercial Turkey Meat Bird																																																																																																																																																																																									"32,100"															
29-Mar-22	North Dakota	Kidder	Kidder 01	WOAH Poultry																											30																																																																																																																																																																													
29-Mar-22	Ohio	Franklin	Franklin 01	WOAH Non-Poultry																																																																																																																																																																																																								8
29-Mar-22	South Dakota	Bon Homme	Bon Homme 02	Commercial Turkey Meat Bird																																																																																																																										"48,200"																																																																														
29-Mar-22	South Dakota	Edmunds	Edmunds 02	Commercial Turkey Breeder Hens																																		"21,900"																																																																																																																																																																						
29-Mar-22	South Dakota	Spink	Spink 01	Commercial Turkey Meat Bird																																																																																																																																						"45,900"																																																																		
29-Mar-22	Wyoming	Johnson	Johnson 01	WOAH Non-Poultry																																																																																																																																																																																																								40
28-Mar-22	Iowa	Guthrie	Guthrie 01	Commercial Table Egg Layer																																																															"1,460,000"																																																																																																																																									
28-Mar-22	Iowa	Hamilton	Hamilton 01	Commercial Turkey Meat Bird																																																																																																																																																								"25,800"																																																
27-Mar-22	South Dakota	Clark	Clark 01	Commercial Turkey Meat Bird																																																																																																																																						"43,100"																																																																		
27-Mar-22	South Dakota	Hutchinson	Hutchinson 03	Commercial Turkey Meat Bird																																																																																																																										"39,200"																																																																														
27-Mar-22	South Dakota	Mcpherson	McPherson 01	Commercial Turkey Meat Bird																																																																																																																																																		"43,900"																																																						
26-Mar-22	Maine	Washington	Washington 01	WOAH Non-Poultry																																																																																																																																																																																																								20
26-Mar-22	Minnesota	Meeker	Meeker 01	Commercial Turkey Meat Bird																																																																																																																								"287,500"																																																																																
26-Mar-22	Minnesota	Mower	Mower 01	WOAH Non-Poultry																																																																																																																																																																																																								20
26-Mar-22	Minnesota	Stearns	Stearns 01	Commercial Turkey Meat Bird																																																												"23,500"																																																																																																																																												
26-Mar-22	Missouri	Gentry	Gentry 01	WOAH Non-Poultry																																																																																																																																																																																																								140
26-Mar-22	Nebraska	Holt	Holt 01	WOAH Non-Poultry																																																																																																																																																																																																								50
26-Mar-22	South Dakota	Bon Homme	Bon Homme 01	WOAH Non-Poultry																																																																																																																																																																																																								230
25-Mar-22	Iowa	Franklin	Franklin 01	Commercial Table Egg Pullets																																																																																																																										"250,200"																																																																														
25-Mar-22	Kansas	Mitchell	Mitchell 01	WOAH Non-Poultry																																																																																																																																																																																																								20
25-Mar-22	New York	Suffolk	Suffolk 03	WOAH Poultry																																																																																																																																																																																		290																						
25-Mar-22	South Dakota	Hutchinson	Hutchinson 02	Commercial Turkey Meat Bird																																																																																																																										"45,800"																																																																														
24-Mar-22	Iowa	Buena Vista	Buena Vista 03	Commercial Turkey Meat Bird																																																																														"53,800"																																																																																																																										
24-Mar-22	Michigan	Macomb	Macomb 01	WOAH Non-Poultry																																																																																																																																																																																																								70
24-Mar-22	Nebraska	Butler	Butler 02	Commercial Broiler Production																																																																																"418,500"																																																																																																																								
24-Mar-22	South Dakota	Jerauld	Jerauld 01	Commercial Turkey Meat Bird																																																																																															"44,000"																																																																																																									
23-Mar-22	New York	Suffolk	Suffolk 02	Commercial Upland Gamebird Producer																																																																																																																																																																																		"8,500"																						
23-Mar-22	South Dakota	Beadle	Beadle 02	Commercial Turkey Meat Bird																																																																																																																																	"49,900"																																																																							
23-Mar-22	South Dakota	Edmunds	Edmunds 01	Commercial Turkey Breeder Hens																																		"30,800"																																																																																																																																																																						
23-Mar-22	South Dakota	Kingsbury	Kingsbury 02	Commercial Table Egg Layer																																																																																																																																	"120,300"																																																																							
22-Mar-22	Maine	Cumberland	Cumberland 01	WOAH Poultry																																												250																																																																																																																																																												
22-Mar-22	Nebraska	Butler	Butler 01	Commercial Broiler Production																																																																		"570,000"																																																																																																																																						
22-Mar-22	South Dakota	Beadle	Beadle 01	Commercial Turkey Meat Bird																																																																																																																																	"29,400"																																																																							
22-Mar-22	South Dakota	Charles Mix	Charles Mix 03	Commercial Turkey Meat Bird																																																																																									"53,800"																																																																																																															
22-Mar-22	South Dakota	Hanson	Hanson 02	Commercial Turkey Meat Bird																																																																																									"94,600"																																																																																																															
20-Mar-22	Iowa	Warren	Warren 01	WOAH Non-Poultry																																																																																																																																																																																																								10
20-Mar-22	South Dakota	Hutchinson	Hutchinson 01	Commercial Turkey Meat Bird																																																																																																																										"50,400"																																																																														
19-Mar-22	Maine	Knox	Knox 03	WOAH Non-Poultry																																																																																																																																																																																																								20
19-Mar-22	Maine	York	York 02	WOAH Non-Poultry																																																																																																																																																																																																								70
18-Mar-22	Kansas	Dickinson	Dickinson 01	WOAH Poultry																						250																																																																																																																																																																																		
18-Mar-22	Maryland	Cecil	Cecil 04	Commercial Table Egg Pullets																																																																																																																																																																																									"315,400"															
18-Mar-22	South Dakota	Hanson	Hanson 01	Commercial Turkey Meat Bird																																																																																																																										"20,200"																																																																														
18-Mar-22	South Dakota	Kingsbury	Kingsbury 01	Commercial Turkey Meat Bird																																																																																																																																	"39,200"																																																																							
17-Mar-22	Delaware	Kent	Kent 01	Commercial Broiler Production																																																																																"147,800"																																																																																																																								
17-Mar-22	Iowa	Buena Vista	Buena Vista 02	Commercial Table Egg Layer																																																																																																																"5,347,500"																																																																																								
17-Mar-22	Kansas	Sedgwick	Sedgwick 01	WOAH Non-Poultry																																																																																																																																																																																																								6
17-Mar-22	Maine	Lincoln	Lincoln 02	WOAH Non-Poultry																																																																																																																																																																																																								30
16-Mar-22	New Hampshire	Rockingham	Rockingham 01	WOAH Non-Poultry																																																																																																																																																																																																								150
15-Mar-22	Missouri	Ralls	Ralls 01	WOAH Non-Poultry																																																																																																																																																																																																								100
15-Mar-22	Nebraska	Merrick	Merrick 01	WOAH Non-Poultry																																																																																																																																																																																																								90
14-Mar-22	Maine	York	York 01	WOAH Non-Poultry																																																																																																																																																																																																								180
14-Mar-22	Wisconsin	Jefferson	Jefferson 01	Commercial Table Egg Layer																																																																																						"2,750,700"																																																																																																																		
12-Mar-22	Maine	Lincoln	Lincoln 01	WOAH Non-Poultry																																																																																																																																																																																																								100
